student_id,student_name,branch,general_average,core_subject_average,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,label,_sig,interest_Accounting,interest_Agricultural Engineering,interest_Anesthesia and Resuscitation,interest_Applied Chemistry,interest_Applied Computer Science,interest_Applied Physics Technology,interest_Arabic Language and Literature,interest_Architectural Engineering,interest_Audiology and Speech Sciences,interest_Biology and Biotechnology,interest_Business,interest_Business Administration,interest_Business Intelligence,interest_Cardiopulmonary Perfusion Technology,interest_Ceramic Art,interest_Chemical Engineering,interest_Chemistry,interest_Civil Engineering,interest_Computer Engineering,interest_Computer Science,interest_Computer Science in the Job Market,interest_Construction Engineering,interest_Cybersecurity,interest_Dentistry,interest_Digital Economy,interest_Digital Marketing and Communication,interest_Digital Media and Communication,interest_Electrical Engineering,interest_Elementary School Teacher,interest_Energy and Environmental Engineering,interest_Engineering,interest_English Language and Literature,interest_Fashion Design,interest_Financial Technology,interest_Financial and Banking Sciences,interest_Fine Arts,interest_French Language,interest_Fundamentals of Religion,interest_Geography,interest_Geomatic Engineering,interest_Graphic Design,interest_History,interest_Human Medicine,interest_Humanities,interest_Industrial Engineering,interest_Investment and Real Estate Development,interest_Islamic Banking,interest_Jurisprudence and Legislation,interest_Kindergarten,interest_Law,interest_Management Information Systems,interest_Mathematics,interest_Mathematics and Data Science,interest_Mechanical Engineering,interest_Mechatronics Engineering,interest_Medical Imaging,interest_Medical Laboratory Sciences,interest_Medicine,interest_Midwifery,interest_Molecular Diagnostics Technology,interest_Music,interest_Network Engineering,interest_Nursing,interest_Nutrition and Food Processing,interest_Optometry,interest_Pharmacy,interest_Physical Education,interest_Physical Therapy,interest_Physics,interest_Planning Engineering,interest_Political Science,interest_Psychology – Psychological Counseling,interest_Public Relations,interest_Radio and Television,interest_Science,interest_Sharia,interest_Social Work,interest_Therapeutic Expressive Art,interest_Tourism and Archaeology,interest_Veterinary Medicine,mcq_q2__نعم,mcq_q2__لا,mcq_q2__ربما,mcq_q4__نعم,mcq_q4__لا,mcq_q4__يعتمد,mcq_q6__أختاره,mcq_q6__أبحث_عن_بديل,mcq_q6__أختار_تخصصًا_قريبًا_منه,mcq_q7__منخفض,mcq_q7__متوسط,mcq_q7__مرتفع,mcq_q15__تقرصه_لتثبت,mcq_q15__تشرح_له_عن_النواقل,mcq_q15__تشرح_له_حقيقة_شعور_الألم,mcq_q16__سأتحمس_لذلك_مع_بقائي_حذرًا,mcq_q16__سأكون_قلقًا,mcq_q16__سأكون_متحمسًا,mcq_q16__غالبًا_لا_أجازف,mcq_q17__الاختلاف_والتنوع_هما_أساس_الحياة,mcq_q17__كل_شيء_له_وقته_ومكانه,mcq_q17__من_يصل_مبكرًا_يحصد_نجاحًا,mcq_q17__استرح_واستمتع,mcq_q19__لا_مشكلة_لدي,mcq_q19__فقط_إذا_كنت_أحب_ما_أدرسه,mcq_q19__مع_تغيير_المكان,mcq_q19__لا_أحب_الأعمال_الكتبية,mcq_q27__لا_أعرف,mcq_q27__48,mcq_q27__26,mcq_q27__1,mcq_q28__عادل,mcq_q28__منحاز,mcq_q28__صائب,mcq_q28__منصف,mcq_q29__يجوز_له_ذلك_بعد_الطلاق,mcq_q29__لا_مشكلة_إن_لم_يكن_عربي,mcq_q29__لن_يستطيع_الزواج,mcq_q29__لا_أعرف,mcq_q30__زهري,mcq_q30__أخضر,mcq_q30__أصفر,mcq_q30__لا_أتذكر,mcq_q31__زهري,mcq_q31__أصفر,mcq_q31__أزرق,mcq_q31__لا_أتذكر,mcq_q32__الرسم_والتلوين,mcq_q32__العزف_على_آلة_موسيقية,mcq_q32__التصوير_الفوتوغرافي,mcq_q32__الكتابة_والتأليف,mcq_q33__الغموض_والتشويق,mcq_q33__التحقيقات_البوليسية,mcq_q33__الخيال_والخدع,mcq_q33__الدرامية_أو_الكوميدية,mcq_q33__العلمية_أو_الخيال_العلمي,mcq_q34__ركوب_الدراجة,mcq_q34__السباحة,mcq_q34__التخييم_والرحلات,mcq_q34__ممارسة_الألعاب_الرياضية,mcq_q35__تصميم_وبرمجة_الكمبيوتر,mcq_q35__تصوير_وصناعة_الفيديوهات,mcq_q35__إجراء_التجارب_العلمية,mcq_q35__تعلم_لغات_جديدة,mcq_q36__الاستماع_للموسيقى_أو_البودكاست,mcq_q36__قراءة_كتاب_أو_مجلة,mcq_q36__كتابة_مذكرات_أو_قصص,mcq_q36__مشاهدة_فيديوهات_تعليمية,mcq_q37__أعمل_على_مشروع_فني,mcq_q37__أجرب_تجربة_علمية,mcq_q37__أحل_لغز_أو_تحدي,mcq_q37__أبتكر_قصة_أو_مشهد,top_interests
730,أحمد العبدالله,Scientific,94.19,92.91,4,3,2,3,3,3,2,3,3,2,5,5,4,4,1,3,3,5,1,3,4,5,5,3,4,4,3,2,4,3,3,4,3,1,1,4,3,Computer Engineering,"(4, 'يعتمد', 2, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 2, 5, 5, 4, 4, 'تقرصه لتثبت', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'لا مشكلة لدي', 3, 4, 5, 5, 3, 4, 4, '26', 'منحاز', 'لا أعرف', 'أصفر', 'أزرق', 'الكتابة والتأليف', 'الخيال والخدع', 'ركوب الدراجة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",28.57142857142857,42.85714285714285,25.0,50.0,100.0,50.0,6.060606060606063,42.85714285714285,62.499999999999986,50.0,55.68181818181818,28.57142857142857,28.57142857142857,25.0,16.666666666666668,42.85714285714285,50.0,42.85714285714285,76.92307692307693,100.0,100.0,42.85714285714285,100.0,42.85714285714285,84.61538461538461,0.0,16.666666666666664,42.85714285714285,6.060606060606063,42.85714285714285,84.14634146341461,6.060606060606063,16.666666666666668,28.57142857142857,28.57142857142857,75.0,6.060606060606063,0.0,6.060606060606063,42.85714285714285,14.285714285714288,6.060606060606063,42.85714285714285,65.51724137931035,42.85714285714285,28.57142857142857,23.52941176470588,0.0,6.060606060606063,41.424802110817936,28.57142857142857,50.0,50.0,42.85714285714285,42.85714285714285,75.0,12.499999999999995,24.99999999999999,50.0,42.85714285714285,16.666666666666668,42.85714285714285,48.52941176470587,42.85714285714285,100.0,16.66666666666666,0.0,100.0,50.0,42.85714285714285,6.060606060606063,6.060606060606063,5.128205128205129,5.128205128205129,100.0,100.0,6.060606060606063,16.666666666666668,6.060606060606063,42.85714285714285,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Applied Computer Science,Computer Science,Computer Science in the Job Market"
611,خالد العلي,Scientific,90.25,87.75,3,2,3,2,3,3,2,3,2,3,4,3,3,3,3,2,2,4,4,2,1,3,3,2,2,2,3,1,4,4,4,3,2,2,2,4,1,Nursing,"(3, 'لا', 3, 'لا', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 2, 3, 4, 3, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون قلقًا', 'كل شيء له وقته ومكانه', 4, 'لا أحب الأعمال الكتبية', 2, 1, 3, 3, 2, 2, 2, '26', 'عادل', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'التحقيقات البوليسية', 'السباحة', 'تصوير وصناعة الفيديوهات', 'مشاهدة فيديوهات تعليمية', 'أعمل على مشروع فني')",0.0,14.285714285714288,37.500000000000014,15.384615384615389,0.0,15.384615384615389,27.272727272727277,14.285714285714288,62.500000000000014,15.384615384615389,43.18181818181818,0.0,0.0,12.5,16.666666666666664,14.285714285714288,15.384615384615389,14.285714285714288,19.230769230769234,21.428571428571427,21.428571428571427,14.285714285714288,0.0,0.0,50.0,0.0,8.333333333333332,14.285714285714288,27.272727272727277,14.285714285714288,54.26829268292682,27.272727272727277,16.666666666666664,0.0,0.0,18.75,27.272727272727277,0.0,27.272727272727277,14.285714285714288,14.285714285714285,27.272727272727277,0.0,31.03448275862069,14.285714285714288,0.0,0.0,0.0,27.272727272727277,59.10290237467019,0.0,15.384615384615389,15.384615384615389,14.285714285714288,14.285714285714288,37.5,12.5,47.115384615384606,49.99999999999999,0.0,16.666666666666664,14.285714285714288,22.058823529411757,0.0,50.0,16.666666666666664,0.0,74.99999999999999,15.384615384615389,14.285714285714288,27.272727272727277,27.272727272727277,23.076923076923077,23.076923076923077,58.333333333333336,75.00000000000001,27.272727272727277,16.666666666666664,27.272727272727277,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"Sharia,Physical Therapy,Audiology and Speech Sciences"
1234,أحمد الخالدي,Scientific,94.01,95.11,2,3,3,3,2,3,1,2,3,3,3,4,2,2,3,3,2,4,1,1,4,3,4,3,4,3,3,4,4,4,3,4,2,2,1,4,3,Network Engineering,"(2, 'يعتمد', 3, 'يعتمد', 2, 'أختار تخصصًا قريبًا منه', 'منخفض', 2, 3, 3, 3, 4, 2, 2, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'كل شيء له وقته ومكانه', 4, 'لا مشكلة لدي', 1, 4, 3, 4, 3, 4, 3, '26', 'منصف', 'لا أعرف', 'لا أتذكر', 'أزرق', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",38.095238095238095,42.85714285714285,50.0,15.384615384615389,100.0,15.384615384615389,0.0,42.85714285714285,12.499999999999995,15.384615384615389,36.36363636363637,38.095238095238095,38.095238095238095,50.0,11.111111111111112,42.85714285714285,15.384615384615389,42.85714285714285,65.38461538461539,78.57142857142857,78.57142857142857,42.85714285714285,100.0,0.0,42.30769230769231,0.0,16.666666666666664,42.85714285714285,0.0,42.85714285714285,63.41463414634146,0.0,11.111111111111112,38.095238095238095,38.095238095238095,56.250000000000014,0.0,0.0,0.0,42.85714285714285,9.523809523809526,0.0,0.0,51.724137931034484,42.85714285714285,38.095238095238095,31.372549019607842,0.0,0.0,36.93931398416886,38.095238095238095,15.384615384615389,15.384615384615389,42.85714285714285,42.85714285714285,50.0,12.499999999999995,30.769230769230766,50.0,0.0,11.111111111111112,42.85714285714285,13.235294117647056,0.0,50.0,-7.709882115452476e-15,0.0,50.0,15.384615384615389,42.85714285714285,0.0,0.0,0.0,0.0,66.66666666666667,50.0,0.0,11.111111111111112,0.0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Applied Computer Science,Cybersecurity,Computer Science"
5087,فاطمة المصري,Industrial,82.63,82.71,3,3,4,3,4,3,2,4,2,3,3,2,4,3,2,3,4,5,1,2,4,4,1,3,5,3,3,1,1,2,4,3,2,2,1,4,3,Mechanical Engineering,"(3, 'يعتمد', 4, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 4, 2, 3, 3, 2, 4, 3, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'استرح واستمتع', 5, 'لا مشكلة لدي', 2, 4, 4, 1, 3, 5, 3, '26', 'عادل', 'يجوز له ذلك بعد الطلاق', 'أخضر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'التحقيقات البوليسية', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",28.57142857142857,42.85714285714285,12.5,26.923076923076927,100.0,26.923076923076927,45.45454545454546,42.85714285714285,0.0,26.923076923076927,51.13636363636363,28.57142857142857,28.57142857142857,37.500000000000014,11.111111111111112,42.85714285714285,26.923076923076927,42.85714285714285,71.15384615384616,89.28571428571429,89.28571428571429,42.85714285714285,100.0,0.0,75.0,0.0,16.666666666666664,42.85714285714285,45.45454545454546,42.85714285714285,81.09756097560975,45.45454545454546,11.111111111111112,28.57142857142857,28.57142857142857,56.250000000000014,45.45454545454546,66.66666666666666,45.45454545454546,42.85714285714285,9.523809523809526,45.45454545454546,0.0,-3.1902960477734386e-15,42.85714285714285,28.57142857142857,58.82352941176471,66.66666666666666,45.45454545454546,68.86543535620052,28.57142857142857,26.923076923076927,26.923076923076927,42.85714285714285,42.85714285714285,62.500000000000014,1.1564823173178714e-14,30.769230769230766,25.0,0.0,11.111111111111112,42.85714285714285,-4.411764705882352,0.0,75.00000000000001,-8.333333333333341,0.0,50.0,26.923076923076927,42.85714285714285,45.45454545454546,45.45454545454546,38.46153846153846,38.46153846153846,66.66666666666666,50.0,45.45454545454546,11.111111111111112,45.45454545454546,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Applied Computer Science,Cybersecurity,Computer Science"
325,مريم الإبراهيم,Scientific,88.0,89.4,4,1,5,2,5,3,2,3,3,2,4,5,1,3,3,2,4,3,2,1,3,5,3,3,2,3,1,3,3,4,4,2,4,3,2,4,3,Nursing,"(4, 'نعم', 5, 'لا', 5, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 2, 4, 5, 1, 3, 'تشرح له حقيقة شعور الألم', 'سأكون قلقًا', 'استرح واستمتع', 3, 'فقط إذا كنت أحب ما أدرسه', 1, 3, 5, 3, 3, 2, 3, 'لا أعرف', 'صائب', 'لن يستطيع الزواج', 'لا أتذكر', 'لا أتذكر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'التخييم والرحلات', 'تصوير وصناعة الفيديوهات', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",0.0,28.57142857142857,75.00000000000001,34.61538461538461,0.0,34.61538461538461,0.0,28.57142857142857,62.500000000000014,34.61538461538461,72.72727272727273,0.0,0.0,100.0,0.0,28.57142857142857,34.61538461538461,28.57142857142857,38.46153846153847,42.857142857142854,42.857142857142854,28.57142857142857,0.0,28.571428571428577,100.0,0.0,16.666666666666664,28.57142857142857,0.0,28.57142857142857,81.70731707317071,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,28.571428571428577,53.448275862068975,28.57142857142857,0.0,0.0,0.0,0.0,35.88390501319261,0.0,34.61538461538461,34.61538461538461,28.57142857142857,28.57142857142857,100.0,87.5,75.96153846153845,74.99999999999999,28.571428571428577,0.0,28.57142857142857,58.82352941176471,28.571428571428577,100.0,83.33333333333334,0.0,74.99999999999999,34.61538461538461,28.57142857142857,0.0,0.0,0.0,0.0,83.33333333333334,75.00000000000001,0.0,0.0,0.0,28.571428571428577,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"Cardiopulmonary Perfusion Technology,Digital Economy,Medical Imaging"
2908,فاطمة الإبراهيم,Literary,81.77,79.77,3,1,4,1,3,2,3,3,3,4,4,3,4,3,3,4,1,4,3,4,4,4,4,3,3,4,1,2,1,4,3,4,2,3,4,2,4,Elementary School Teacher,"(3, 'نعم', 4, 'نعم', 3, 'أبحث عن بديل', 'مرتفع', 3, 3, 4, 4, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 4, 'مع تغيير المكان', 4, 4, 4, 4, 3, 3, 4, '1', 'منحاز', 'يجوز له ذلك بعد الطلاق', 'لا أتذكر', 'أزرق', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')",0.0,42.857142857142854,-37.49999999999998,46.15384615384615,0.0,46.15384615384615,36.36363636363637,42.857142857142854,50.000000000000014,46.15384615384615,54.545454545454554,0.0,0.0,-37.49999999999998,16.666666666666664,42.857142857142854,46.15384615384615,42.857142857142854,40.38461538461539,32.14285714285714,32.14285714285714,42.857142857142854,0.0,57.14285714285715,67.3076923076923,0.0,16.666666666666664,42.857142857142854,36.36363636363637,42.857142857142854,78.65853658536585,36.36363636363637,16.666666666666664,0.0,0.0,75.0,36.36363636363637,100.0,36.36363636363637,42.857142857142854,14.285714285714285,36.36363636363637,57.14285714285715,43.103448275862064,42.857142857142854,0.0,52.94117647058824,100.0,36.36363636363637,61.21372031662269,0.0,46.15384615384615,46.15384615384615,42.857142857142854,42.857142857142854,37.50000000000001,-25.0,29.807692307692307,0.0,57.14285714285715,16.666666666666664,42.857142857142854,38.235294117647065,57.14285714285715,75.00000000000001,-8.333333333333348,0.0,74.99999999999999,46.15384615384615,42.857142857142854,36.36363636363637,36.36363636363637,30.769230769230766,30.769230769230766,66.66666666666669,75.00000000000001,36.36363636363637,16.666666666666664,36.36363636363637,57.14285714285715,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,"Fundamentals of Religion,Jurisprudence and Legislation,Engineering"
220,حسين السعدي,Scientific,68.9,71.22,3,2,4,2,2,1,2,3,4,3,2,4,3,3,2,4,3,5,2,4,3,4,4,2,3,2,1,1,4,1,1,3,5,1,3,4,1,Mathematics and Data Science,"(3, 'لا', 4, 'لا', 2, 'أختاره', 'متوسط', 3, 4, 3, 2, 4, 3, 3, 'تشرح له عن النواقل', 'غالبًا لا أجازف', 'من يصل مبكرًا يحصد نجاحًا', 5, 'فقط إذا كنت أحب ما أدرسه', 4, 3, 4, 4, 2, 3, 2, '1', 'عادل', 'لا أعرف', 'زهري', 'زهري', 'التصوير الفوتوغرافي', 'العلمية أو الخيال العلمي', 'ركوب الدراجة', 'إجراء التجارب العلمية', 'مشاهدة فيديوهات تعليمية', 'أعمل على مشروع فني')",19.04761904761905,42.857142857142854,-87.49999999999999,50.0,0.0,50.0,87.8787878787879,42.857142857142854,0.0,50.0,54.545454545454554,19.04761904761905,19.04761904761905,-37.49999999999998,72.22222222222221,42.857142857142854,50.0,42.857142857142854,40.38461538461539,32.14285714285714,32.14285714285714,42.857142857142854,0.0,0.0,59.615384615384606,100.0,75.00000000000001,42.857142857142854,87.8787878787879,42.857142857142854,76.21951219512194,87.8787878787879,72.22222222222221,19.04761904761905,19.04761904761905,31.25,87.8787878787879,0.0,87.8787878787879,42.857142857142854,76.1904761904762,87.8787878787879,0.0,31.03448275862069,42.857142857142854,19.04761904761905,15.686274509803924,0.0,87.8787878787879,66.49076517150394,19.04761904761905,50.0,50.0,42.857142857142854,42.857142857142854,37.50000000000001,-25.0,2.8846153846153815,-49.99999999999999,0.0,72.22222222222221,42.857142857142854,-35.29411764705881,0.0,75.00000000000001,-8.333333333333348,0.0,25.0,50.0,42.857142857142854,87.8787878787879,87.8787878787879,89.74358974358974,89.74358974358974,83.33333333333334,25.0,87.8787878787879,72.22222222222221,87.8787878787879,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"Digital Marketing and Communication,Public Relations,Radio and Television"
2161,حسين الإبراهيم,Literary,81.72,80.45,3,2,3,1,3,2,1,3,3,3,5,4,2,4,3,4,2,4,3,3,2,3,2,4,1,3,1,2,4,3,4,4,2,3,4,2,4,Law,"(3, 'لا', 3, 'نعم', 3, 'أبحث عن بديل', 'منخفض', 3, 3, 3, 5, 4, 2, 4, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'كل شيء له وقته ومكانه', 4, 'مع تغيير المكان', 3, 2, 3, 2, 4, 1, 3, 'لا أعرف', 'منحاز', 'لا أعرف', 'أصفر', 'لا أتذكر', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')",9.523809523809526,35.714285714285715,25.0,34.61538461538461,0.0,34.61538461538461,0.0,35.714285714285715,100.0,34.61538461538461,60.22727272727273,9.523809523809526,9.523809523809526,-25.0,0.0,35.714285714285715,34.61538461538461,35.714285714285715,30.76923076923077,21.428571428571427,21.428571428571427,35.714285714285715,0.0,28.571428571428577,50.0,0.0,25.000000000000007,35.714285714285715,0.0,35.714285714285715,59.756097560975604,0.0,0.0,9.523809523809526,9.523809523809526,43.75,0.0,0.0,0.0,35.714285714285715,0.0,0.0,28.571428571428577,56.896551724137936,35.714285714285715,9.523809523809526,7.843137254901962,0.0,0.0,64.1160949868074,9.523809523809526,34.61538461538461,34.61538461538461,35.714285714285715,35.714285714285715,25.0,0.0,50.0,50.0,28.571428571428577,0.0,35.714285714285715,50.0,28.571428571428577,50.0,16.666666666666664,0.0,100.0,34.61538461538461,35.714285714285715,0.0,0.0,0.0,0.0,66.66666666666667,100.0,0.0,0.0,0.0,28.571428571428577,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,"Audiology and Speech Sciences,Physical Therapy,Sharia"
4182,عائشة المحمد,Industrial,69.08,71.55,3,3,3,2,3,3,2,3,2,4,4,3,2,3,2,3,4,4,1,3,4,4,3,3,3,4,3,3,4,1,4,4,3,2,1,4,3,Geomatic Engineering,"(3, 'يعتمد', 3, 'لا', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 2, 4, 4, 3, 2, 3, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 3, 4, 4, 3, 3, 3, 4, '26', 'صائب', 'لا أعرف', 'زهري', 'لا أتذكر', 'الكتابة والتأليف', 'الخيال والخدع', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",28.57142857142857,42.85714285714285,1.1564823173178714e-14,15.384615384615389,100.0,15.384615384615389,27.272727272727277,42.85714285714285,50.000000000000014,15.384615384615389,43.18181818181818,28.57142857142857,28.57142857142857,1.1564823173178714e-14,36.11111111111111,42.85714285714285,15.384615384615389,42.85714285714285,71.15384615384616,89.28571428571429,89.28571428571429,42.85714285714285,100.0,0.0,67.3076923076923,0.0,16.666666666666664,42.85714285714285,27.272727272727277,42.85714285714285,76.21951219512194,27.272727272727277,36.11111111111111,28.57142857142857,28.57142857142857,75.0,27.272727272727277,0.0,27.272727272727277,42.85714285714285,30.952380952380953,27.272727272727277,0.0,46.551724137931046,42.85714285714285,28.57142857142857,23.52941176470588,0.0,27.272727272727277,41.68865435356201,28.57142857142857,15.384615384615389,15.384615384615389,42.85714285714285,42.85714285714285,50.000000000000014,1.1564823173178714e-14,35.57692307692307,24.999999999999993,0.0,36.11111111111111,42.85714285714285,4.411764705882348,0.0,75.00000000000001,8.333333333333325,0.0,74.99999999999999,15.384615384615389,42.85714285714285,27.272727272727277,27.272727272727277,23.076923076923077,23.076923076923077,66.66666666666669,75.00000000000001,27.272727272727277,36.11111111111111,27.272727272727277,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Applied Computer Science,Cybersecurity,Computer Science"
5088,فاطمة الأحمد,Industrial,94.3,95.64,3,3,3,3,4,3,3,2,3,4,3,1,3,3,3,3,3,5,2,2,4,5,3,3,4,3,3,3,4,3,4,4,2,4,1,4,3,Mechanical Engineering,"(3, 'يعتمد', 3, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'مرتفع', 2, 3, 4, 3, 1, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'فقط إذا كنت أحب ما أدرسه', 2, 4, 5, 3, 3, 4, 3, '26', 'صائب', 'لا أعرف', 'أصفر', 'لا أتذكر', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'ممارسة الألعاب الرياضية', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')",0.0,21.428571428571423,12.5,15.384615384615389,100.0,15.384615384615389,0.0,21.428571428571423,12.499999999999995,15.384615384615389,60.22727272727273,0.0,0.0,62.5,11.111111111111112,21.428571428571423,15.384615384615389,21.428571428571423,65.38461538461539,100.0,100.0,21.428571428571423,100.0,0.0,92.3076923076923,0.0,16.666666666666664,21.428571428571423,0.0,21.428571428571423,87.80487804878048,0.0,11.111111111111112,0.0,0.0,56.250000000000014,0.0,0.0,0.0,21.428571428571423,9.523809523809526,0.0,0.0,41.379310344827594,21.428571428571423,0.0,0.0,0.0,0.0,48.812664907651715,0.0,15.384615384615389,15.384615384615389,21.428571428571423,21.428571428571423,87.5,37.49999999999999,36.53846153846155,25.0,0.0,11.111111111111112,21.428571428571423,-2.040851148208008e-15,0.0,100.0,33.33333333333333,0.0,50.0,15.384615384615389,21.428571428571423,0.0,0.0,0.0,0.0,66.66666666666666,50.0,0.0,11.111111111111112,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,"Applied Computer Science,Computer Science,Computer Science in the Job Market"
